field_x,field_y,field_ra,field_dec,index_x,index_y,index_ra,index_dec,index_id,field_id,match_weight,FLUX,BACKGROUND
3898.43017578125,1495.77490234375,113.6575760937058,31.87717141753898,3901.8579767580363,1494.4636726674626,113.65100906851525,31.888852189361828,5,0,0.998770762578517,224.93852,6.57106
4653.6640625,2783.639892578125,107.77422204332859,30.248414736566232,4651.096982039584,2782.6022659727532,107.78495889925217,30.245274732952648,8,4,0.999643250244376,134.91508,5.674759
4237.50439453125,758.1602172851562,114.7906223844014,34.60943260764512,4232.521859581007,763.0329605895828,114.7914788944463,34.584626113735105,77,5,0.9657297584151269,127.47862,6.9374084
729.251708984375,3707.8095703125,116.5364184882809,18.499410339698265,732.4875679745505,3706.5645029098187,116.5312113897374,18.51016276673624,1,6,0.9994223983308683,120.249146,6.399948
1021.7698364257812,383.68365478515625,125.0366441736368,27.210458070942156,1026.943578440831,386.11435579370243,125.01613082916707,27.218616939196668,2,7,0.9976109102381959,112.64186,4.9303894
4118.96142578125,1737.5177001953125,112.29093749891867,31.78204603637834,4121.743727008995,1739.2497112469432,112.27756332978902,31.78410001435925,12,8,0.9994342543643411,150.7269,6.414261
361.139404296875,2048.13525390625,121.93469010352531,21.58524545260838,359.29256829822134,2047.5423161498325,121.94100666363111,21.581973598425297,3,13,0.9996860844341713,92.173874,5.241417
2939.1875,1734.77294921875,115.82142200921763,28.88806434308347,2937.2741083027995,1734.463587361094,115.82786668387926,28.88404666979524,13,16,0.9998008971150111,145.68767,6.9507446
565.1447143554688,2966.532470703125,118.91177352556453,19.896653924431313,561.6734989049219,2968.1996604061746,118.91626554838838,19.884063067420747,15,20,0.9993679556549228,85.2872,5.3469467
1079.343505859375,1168.4365234375,122.58248174777492,25.521224834371463,1071.1924591059746,1165.06016506189,122.61343779295909,25.508121946472446,11,22,0.6590706212396705,70.74765,5.2177505
4460.38330078125,2353.74169921875,109.52393763171203,30.958489650378148,4461.196699961179,2355.3758105737616,109.51705693910114,30.955925282549742,46,23,0.9997957176869109,58.79161,6.0180283
3656.76611328125,655.9840087890625,116.87452767313371,33.420875992456075,3655.4623193349917,656.6760026171246,116.87639999472432,33.41576498642449,10,24,0.9998632442072527,109.00615,6.582733
1834.0079345703125,257.9255065917969,123.28282413512764,29.65998016645195,1832.595403350304,257.79335004419704,123.28697418000758,29.656585288834297,4,26,0.9998246118833437,82.49063,4.6126556
656.9803466796875,1913.8193359375,121.55439777745181,22.656699498761952,648.4812060386066,1913.6498110835337,121.57666305208907,22.63551055112471,30,28,0.9447454428562329,65.59977,5.2463913
304.2308654785156,955.216552734375,125.1684445610156,23.998261696783317,315.4926254072352,957.5189066003695,125.13395056136632,24.02235609668699,17,29,0.673326793418521,63.81518,4.731182
3696.054931640625,1660.4344482421875,113.79669783077031,30.954577261120583,3699.0496286553425,1660.7888817058933,113.78673444699513,30.96091056659676,34,32,0.9993531298635874,90.478,6.569008
623.0433349609375,3258.876953125,117.98548851781938,19.331833751796957,621.4420632980359,3260.000235563436,117.98667220443181,19.325173327845807,26,36,0.9996485093337381,60.90187,5.3835144
4453.66357421875,3381.621337890625,106.84003065282245,28.17304211471029,4451.706184416131,3378.6114103276514,106.85367668515836,28.176694732939733,61,38,0.9994522491962103,50.626194,6.0954933
3988.766357421875,3083.69970703125,109.01457589957603,27.90296702958667,3992.7446522685314,3089.227354949336,108.98822915825387,27.897427228529278,36,40,0.9803730803603254,78.017784,6.651413
3972.125,733.8641357421875,115.68185981518022,34.01444907184168,3969.373379466665,736.7340848724563,115.68168556700303,34.000226677054606,45,41,0.9990069231121911,64.48102,6.918701
1161.0875244140625,1115.5147705078125,122.52247710097777,25.85987363054677,1152.283549104498,1112.3495761308866,122.55464305313859,25.84455026837017,63,45,0.3095079473604541,47.992767,5.377365
5375.01220703125,159.02584838867188,112.98371226974827,38.8913096433004,5376.195294523363,158.3129565652912,112.98192471520565,38.896120275488045,50,47,0.9996197318146726,36.254158,4.063778
3475.061767578125,544.5015258789062,117.75710301880186,33.239188781329794,3473.5122291474463,545.1184475613477,117.75987029355665,33.23363693850336,38,49,0.9998500228677927,64.26658,6.414215
1865.74951171875,530.7379150390625,122.37370750347249,29.098093140391008,1860.882346651722,527.475938193783,122.39662027969698,29.09309500410529,19,51,0.9873519757754936,51.83493,5.225113
305.4613037109375,2733.99609375,120.20104539705916,19.812708048982326,306.3393288473535,2733.4112018820256,120.20040777796684,19.81623470620263,47,52,0.9996915626336688,49.16091,5.283272
424.8347473144531,1460.425048828125,123.42223841949341,23.135203494024875,425.1008402784287,1459.6370362275322,123.42380277004486,23.13775778986113,56,54,0.999753529976602,37.9797,4.6261177
3695.749755859375,1253.4268798828125,114.97670638839274,32.00281899267081,3697.369626373004,1252.2236668357552,114.97541055934697,32.00982195476309,54,56,0.999827845865275,63.899284,6.5011597
4016.834228515625,3498.617919921875,107.85984762948033,26.85797785298651,4019.253208491811,3501.1742579374722,107.84616250274793,26.856663617513664,16,64,0.9994770319110613,52.860176,7.2047462
3232.171630859375,1521.517578125,115.57789242245376,30.163580091171074,3232.560351860923,1520.1957704843041,115.58060083144294,30.167865821323076,66,65,0.9999170141207494,44.094597,6.6306763
1155.43798828125,3372.4462890625,116.28818547764999,20.35292751273104,1147.8048714997135,3379.885122241304,116.28890279633396,20.316048050338775,55,68,0.6410545845180012,41.85948,5.4998474
4626.89111328125,2219.871826171875,109.37222700800635,31.70597327888759,4624.5439561916555,2220.7340199120845,109.37726277729064,31.69810584033471,64,69,0.9997086957244897,36.57026,5.9870987
