X,Y,FLUX,BACKGROUND
2726.3984,1038.8794,17.98669,6.161289
3663.6228,1142.9492,17.156872,5.8601875
1455.2815,1285.8079,10.010279,7.29368
3403.0398,2393.2158,25.280466,6.731703
92.67301,544.74286,19.807152,6.1839676
2217.581,2449.5996,18.670029,7.5862713
459.94366,2120.9646,19.324318,5.7334614
1885.1096,1629.5768,17.995928,6.683609
2756.8542,501.05032,17.605255,6.433668
2942.1277,60.872776,16.683182,6.4663677
1062.0884,1038.8359,9.717195,7.500308
3012.5486,1737.1696,24.51501,5.748333
88.71304,1640.0974,19.293093,5.7021923
19.040695,42.687725,19.042797,6.366419
2264.096,1425.147,18.906853,6.5974846
1545.0759,1620.8348,17.680315,6.6412525
2693.005,300.98434,17.045254,6.5778046
3844.084,438.7936,15.793637,5.8271284
1741.8159,1035.3711,9.504423,7.320122
3313.0298,1545.1783,19.622787,5.5106316
249.43439,1731.7944,18.832586,5.5121
55.513054,1020.23553,18.669294,6.1865406
1465.4415,1571.1185,16.762459,6.778734
1997.8223,1117.1975,16.161095,7.1877728
2640.0154,2527.7666,14.875658,7.3333263
2979.631,1034.6384,15.583858,6.058303
1146.2839,108.60985,9.315302,6.219533
2968.8596,1580.0435,18.926579,5.769882
897.7409,322.9017,18.390747,6.601948
33.21658,1457.971,17.622295,6.0011883
2167.863,1212.997,16.046566,6.9368362
1402.2672,1779.7195,14.809149,6.6822643
2526.653,1653.2838,14.515046,6.1871996
3408.4695,1151.0211,13.676088,5.8272667
1607.6189,95.662636,9.195015,6.244053
3545.0708,2197.0564,18.600899,6.078474
2601.3545,1035.1569,15.767761,6.2469234
2329.388,2503.5142,13.619756,7.5995073
922.38574,408.67725,14.259901,6.7987003
1638.2231,1591.2175,13.3250065,6.6261425
53.861134,1525.2881,13.191158,5.903631
3759.372,165.07259,12.837461,5.66951
1080.2563,377.6756,8.349686,6.7267027
3264.7815,1866.3038,17.403093,5.61623
2598.0244,436.1141,15.227165,6.539009
334.0954,985.7188,13.598643,6.748702
2622.015,1927.9275,13.45504,6.1490345
3881.8042,836.11066,12.765135,5.7073727
1172.1633,2063.158,11.9921665,6.6845284
136.46602,2577.5076,12.152601,5.989521
1333.4408,715.6102,7.6664963,7.1485376
3585.9402,1770.1211,16.46297,5.280859
2009.946,289.7698,14.878374,6.5738106
695.32745,907.9328,12.141748,7.213545
343.94733,1611.6283,11.987351,5.5658255
1687.2491,2425.256,10.656108,7.6913347
3329.7786,1231.9584,11.742395,5.809988
2542.072,1399.2793,11.176377,6.1533384
1493.6266,40.981956,8.178078,6.191477
3399.9756,2194.5461,15.901253,6.082115
2354.39,1283.9309,14.213848,6.5100365
43.260868,1227.7625,12.622535,6.261861
706.9718,1878.4362,11.81768,6.003086
1223.4152,1305.2506,10.353775,7.4275227
3815.7998,383.6351,11.405959,5.805072
2875.7295,1605.2439,10.684612,5.8563766
1435.9636,254.02628,7.93169,6.446435
2796.243,839.73785,14.010807,6.249214
3258.9045,2492.336,13.173412,6.940901
893.74414,417.5968,12.196976,6.803623
640.3731,1945.3604,11.2614975,5.888893
3516.6543,363.73715,10.84332,6.024108
1056.2943,2323.7913,10.428092,6.7875013
2807.203,2289.5886,9.511717,6.2740717
1342.7703,494.62952,7.414844,6.8941283
2437.751,108.16793,13.77751,6.803255
3491.7239,2077.8762,13.528579,5.7633734
333.01227,237.55894,12.032168,6.4817553
487.00928,1835.3572,10.826495,5.5755854
2935.1687,538.57434,10.041305,6.2846594
1909.1842,2018.5223,9.256046,7.0736713
2037.8923,1973.1375,9.210405,7.016018
1865.5037,994.10864,7.0715113,7.205202
3340.6462,2160.5933,13.508835,6.0047684
2328.8926,1267.0593,12.675318,6.5644493
711.43604,26.14203,10.641353,6.2500124
492.11273,2451.527,10.075438,6.0414543
3625.937,719.1372,9.589163,5.7838297
2112.2031,1613.946,9.385118,6.705411
1690.1732,2071.0935,8.964987,6.931225
1739.3053,749.92413,7.173108,7.0210934
3063.4407,1691.9636,12.818069,5.6965675
2049.8545,674.1835,12.478895,6.623888
477.27063,826.27563,10.281988,6.857889
3091.84,271.73236,9.56864,6.289196
2473.2532,1525.4122,9.26452,6.186754
1142.8452,1579.2798,8.856944,6.964486
817.66034,2587.1316,8.763674,6.9304256
1819.3344,1031.98,6.7969,7.279703
2495.8154,691.21875,12.2588415,6.4605265
3242.5352,2271.847,12.137394,6.220705
360.9184,430.60416,10.366592,6.4204845
1786.1123,2577.6665,7.5577717,8.166136
2523.8643,2106.8953,9.178621,6.337907
3851.9285,1089.4307,9.06333,5.8331385
143.97368,1721.3615,8.998083,5.589944
1710.9182,1014.1945,6.7429056,7.316783
2666.1484,350.4954,11.792246,6.565962
3242.133,1929.6794,11.823704,5.6973705
189.51149,893.52386,10.321856,6.3369846
1561.5294,2353.2297,8.180016,7.4391174
3717.3088,1255.5576,9.016872,5.8406487
2196.7944,2371.6067,8.118961,7.4077682
172.05457,1821.8806,8.574053,5.5757685
1034.9377,1217.3322,6.4417577,7.55269
2250.124,976.83124,11.71796,6.5847607
3685.9385,2402.0098,10.448618,6.986374
832.7887,64.99771,9.507246,6.1859455
2996.0002,77.39589,8.964161,6.42023
1407.1019,2468.2644,7.698412,7.5831814
2855.0024,2359.2744,8.711376,6.4510927
129.97432,2483.2815,8.5256815,5.766119
1876.5087,1207.8223,6.4874077,7.300682
3897.7937,1455.4447,10.698536,5.445982
900.7318,815.96075,8.8015585,7.277774
2436.776,208.57056,8.722302,6.755081
3001.478,410.673,8.880379,6.2676296
1072.3579,2077.3132,8.533417,6.628374
2441.2224,1881.5394,8.328901,6.4201775
220.48595,1981.2062,8.026245,5.5896873
1093.7153,302.18036,7.2146387,6.55958
3726.399,2576.514,9.290337,7.832649
960.37415,1168.9657,8.483525,7.563575
2869.947,971.03326,8.921652,6.1323013
1668.7065,2517.761,7.1624174,7.9479713
3885.2583,552.33453,8.459984,5.7598457
2531.5037,1474.9028,8.158641,6.1253767
19.92345,2473.2126,8.002476,5.598014
1691.552,695.39844,6.7433395,6.996463
3690.039,2518.7449,9.3593025,7.5537205
918.3424,166.27267,9.336609,6.2931433
2183.2378,1163.8431,8.453997,6.879385
1452.1948,2407.0605,7.5164657,7.4780774
3116.4324,13.279591,8.195795,6.369545
2748.54,1900.7319,8.012598,5.9712696
211.05478,2032.1096,7.9833074,5.581365
1326.5881,911.2209,6.426463,7.307027
3669.3242,2485.0112,8.965536,7.384346
34.92126,619.24164,9.191357,6.0943394
2167.674,21.654774,8.430306,6.6724567
1264.5432,1401.017,7.355999,7.265378
2985.2595,562.3685,8.017545,6.2419987
2041.9829,2015.1937,7.400737,7.071064
925.3959,2590.7112,7.213666,7.1807604
1907.6182,1027.1663,6.4588075,7.2089677
3696.1072,2125.0796,9.515427,5.839779
896.0262,1193.5776,7.7773504,7.512082
2137.9937,608.54987,8.438101,6.545397
1418.3431,1673.8384,7.86745,6.720612
3036.823,429.20728,7.955541,6.241717
1955.2296,1993.2429,7.3129325,7.055386
369.3382,2563.1492,7.6075363,6.1657066
1007.91754,1137.7438,6.091318,7.571541
3606.9014,2265.2896,9.490126,6.3355846
447.89597,274.61053,8.712864,6.4735966
2227.413,675.48596,8.321075,6.490081
1424.7502,2104.7458,7.6477733,6.871267
3804.5066,285.721,7.90466,5.7395153
2504.4775,2024.4944,7.8267474,6.3391747
686.60065,2437.3464,7.483563,6.314504
1903.8237,517.0621,6.9558296,6.673789
2999.6572,1648.013,8.99912,5.750228
165.72745,151.1399,8.494596,6.4386683
2567.9324,803.6185,8.192665,6.3913956
1425.1481,1707.3235,7.7505674,6.689172
3649.5867,387.61145,7.8760324,5.9059005
757.8667,1951.2971,7.4729137,6.157749
2375.845,1455.1488,7.472488,6.343758
1224.3292,253.18402,6.888993,6.455004
608.51917,352.38397,8.439093,6.5086994
3433.776,1968.6948,8.344217,5.6064186
1967.7837,740.0336,7.9446836,6.7619605
1343.145,2572.4976,6.501477,7.789846
2963.3809,358.4436,7.8081765,6.307821
714.98486,2519.565,7.402823,6.5427403
2030.9388,2534.0195,5.9824467,7.991149
1750.0637,1130.2832,6.1594048,7.3394737
605.60803,1245.1808,7.9114356,6.994061
3550.0845,2329.7842,8.14612,6.576005
2283.0852,34.931477,7.86722,6.746642
3887.614,323.13425,7.7828674,5.658513
1400.3025,1315.3802,6.9155803,7.3035684
2877.8645,1993.6875,7.3189464,5.8539376
221.13869,2487.038,7.3187423,5.8513837
1885.7551,600.9745,6.7402225,6.7389274
3879.5498,1457.3268,8.07206,5.5292053
387.7402,744.60583,7.941967,6.6224756
2194.0144,331.78998,7.835729,6.6323647
3812.928,1052.913,7.7158604,5.826601
1430.5686,1910.4056,7.4954596,6.6923513
2381.2244,2473.4836,6.4499316,7.4202847
150.62012,1659.351,7.2513075,5.6247845
1594.681,1284.6868,6.2358413,7.2160363
3416.236,2013.9688,7.99104,5.6903744
233.37354,759.6975,7.8386497,6.3551044
1325.7037,2227.204,7.194723,6.9659786
3187.9873,434.20175,7.603482,6.1712804
1991.5708,1247.8678,6.8714805,7.219585
2654.8154,1345.9221,7.1994934,6.0859957
787.9986,1707.1549,7.065777,6.190242
1641.8585,1077.2029,5.946374,7.356762
3210.3542,1697.0018,7.8627152,5.558971
1159.1324,1506.9447,7.029901,7.0996823
3870.4558,88.60072,7.5032797,5.4879236
766.812,1160.4193,6.68545,7.3814025
2304.3196,94.37318,7.1605015,6.7575417
2773.8467,1740.4141,7.182985,5.9540477
657.4142,2396.9255,6.9868855,6.184669
1481.6262,449.64493,6.448805,6.7854023
3815.0837,2533.0757,6.5729537,7.6858582
3534.2534,318.76886,7.458546,6.0158267
1767.219,2012.6646,7.091648,6.912221
762.9196,14.930015,7.3599224,6.1961412
2815.8318,266.85345,7.2737517,6.4853806
2389.38,2517.148,6.1833096,7.5716724
252.13896,1846.8376,6.7718353,5.5562096
1916.742,311.23108,6.4986672,6.5528827
3735.4192,1820.6643,7.6473,5.2426825
2999.1606,210.89734,7.4074125,6.3541746
680.6394,458.55194,7.2146025,6.689316
1859.6322,2526.4797,5.8319798,8.0099125
1991.5381,50.28217,7.219877,6.5154862
2702.0698,2589.9727,6.134234,7.55479
916.89746,1450.3733,6.3768725,7.0477605
1097.3778,515.35095,6.119661,6.9881186
3711.2515,2299.887,7.5241227,6.5114646
1535.3441,1458.6941,6.9220023,6.8900437
3027.7815,924.0657,7.2407875,6.064905
2090.546,768.66974,7.1282606,6.626836
2661.7434,2099.5708,7.0580077,6.111692
523.3872,803.16376,6.5891266,6.897621
75.40313,2573.9402,6.658877,5.9436164
1741.0995,1195.1382,5.7603235,7.3122444
3465.0645,2518.6873,6.7817817,7.327084
3410.288,557.47974,7.225841,5.9779506
1409.1565,2067.0603,6.8817573,6.8229117
2730.1638,1909.2252,7.0214868,5.994946
2719.6704,999.2404,6.870375,6.1845737
150.8102,1000.6231,6.6519604,6.3314514
243.01437,1829.4832,6.6235003,5.549746
1780.1459,468.95306,6.35729,6.6968274
3876.552,2539.0808,6.4043813,7.6766934
2979.863,518.39557,7.1834874,6.2558436
1511.2278,1349.6935,6.485582,7.147303
2392.7578,2086.841,7.018039,6.572039
2882.7236,1101.6316,6.818131,6.0673003
3.3496242,1682.7719,6.60835,5.552244
857.3645,586.0488,6.2361026,7.0526757
1413.261,581.80615,6.0192924,6.9955087
3561.238,1747.0676,7.2849717,5.287889
3310.992,491.5641,7.0963106,6.080246
2292.703,1735.1442,6.9138165,6.539218
2185.9282,387.28873,6.811868,6.6054807
1109.2795,2537.9192,6.085971,7.338214
264.8299,1427.1327,6.537739,5.998314
930.78796,82.264305,6.452861,6.1695213
1380.4792,137.74715,6.3166614,6.2782836
3302.2046,2073.8677,7.2495584,5.848278
2888.7004,2219.1216,6.906608,6.0598626
3026.4387,1209.9562,6.8248844,5.941883
2520.0034,771.19836,6.8056636,6.422958
1658.7148,2119.5017,6.3620152,6.9896445
337.67047,2557.4492,6.511951,6.120257
366.98608,275.5514,6.418352,6.470598
1242.39,289.86282,6.177129,6.5210934
3450.5874,2476.0122,6.6494617,7.125471
2683.9875,2557.1802,6.1373105,7.428722
2707.5327,1225.2994,6.7231507,6.097736
3606.2476,412.25403,6.6792617,5.940718
1380.208,1742.074,6.5523787,6.7080297
548.9214,1579.4005,6.5045643,5.80136
407.9056,49.999287,6.395725,6.563809
1698.8818,133.1482,6.1545177,6.3170886
3900.7988,2578.9167,6.075602,7.6857924
2373.745,2533.3774,5.8970385,7.6531324
2033.5432,604.6288,6.718557,6.61947
1429.7362,2412.0698,5.8113155,7.4630804
2992.4321,274.67453,6.551202,6.3243494
903.4947,2007.8405,6.45219,6.4600253
716.11444,938.94305,5.7756834,7.2601194
1106.9675,1076.7606,5.379201,7.509036
3777.5447,2452.8828,6.4652066,7.2910943
2207.9229,1853.5831,6.808533,6.7371554
2014.9758,1266.3489,6.2144065,7.1867213
1209.7014,1611.8325,6.2844753,6.913912
3319.1794,932.3995,6.4938846,5.836203
343.0238,1363.4666,6.437924,6.254372
572.78265,705.84357,6.1543293,6.84754
1171.865,1171.1798,5.295412,7.5116434
3375.763,1699.3098,7.1702266,5.4069314
2146.3735,1335.3734,6.5858083,6.948873
2427.9578,34.57252,6.555841,6.801253
1441.0466,2559.8586,5.301252,7.8852468
3163.735,71.939285,6.491777,6.3425994
524.3178,1336.8784,6.3941126,6.581028
501.36087,1049.3464,5.9264593,7.0736694
1298.1216,438.83102,5.9920654,6.8089485
3488.944,2526.3142,6.2117147,7.383477
2919.0022,2598.217,6.20383,7.305482
1874.7582,2536.321,5.1324186,8.040049
3883.9375,1056.8865,6.485533,5.753259
2051.934,505.88028,6.264305,6.5991955
910.77576,1127.4867,5.4267135,7.545236
534.2316,2429.791,6.1842294,6.047745
1114.6058,668.8421,5.5320616,7.13803
3080.6326,2027.8009,6.9134593,5.822598
2078.3596,2481.27,5.68398,7.8146524
1505.6738,2018.5947,6.344188,6.767678
3587.9275,9.731266,6.405937,5.803442
2007.829,1166.7517,5.7827964,7.200608
676.14905,762.1747,5.9006114,7.0556636
86.09987,2361.393,6.1709003,5.522975
1730.6805,858.62164,5.462213,7.1589437
3390.2966,2554.0774,6.2086945,7.3590117
2917.993,1561.2382,6.6840634,5.8152165
1447.751,2491.6592,5.4076157,7.6979933
3515.0608,939.84424,6.3380313,5.780002
2841.2852,400.98175,6.2357655,6.3985577
783.54285,880.24243,5.6421337,7.26412
462.8449,2160.1584,6.1568303,5.7438855
1322.0245,349.41827,5.8714395,6.627235
2945.2515,2139.2324,6.860648,5.919079
2383.4382,2592.0808,5.5159345,7.8737226
1412.985,2512.0195,5.390919,7.711864
456.43015,1026.643,5.9024606,7.001289
2021.9723,365.20474,6.1747065,6.5913734
3124.6638,982.9545,6.148976,5.9768004
873.6798,1625.3647,6.115849,6.5350795
1734.0056,139.09503,5.861428,6.339845
3614.5972,1483.1205,6.7325945,5.5051413
2796.8875,1820.5509,6.582644,5.925426
988.0252,1335.6993,5.6937804,7.4033885
779.09875,1123.1895,5.4854956,7.414692
3010.1548,1176.691,6.148122,5.971016
756.6351,2553.093,6.109863,6.711181
2071.976,497.02866,6.108083,6.5915956
1121.0504,698.85004,5.3847394,7.1609864
3191.4824,2517.0713,6.3982763,6.96128
2070.454,2596.664,5.123355,8.173039
1590.142,2484.2058,5.2746997,7.8082776
3709.6562,6.5489883,6.142414,5.603183
900.2513,178.73566,6.0613813,6.3190002
31.796055,2377.1094,6.034443,5.4769974
2421.0486,175.70493,5.890341,6.7747393
1357.7047,382.45984,5.819753,6.6841016
2584.716,2363.4536,6.532309,6.726007
3663.0676,2452.134,5.933528,7.220004
1829.0939,1809.0823,6.3042836,6.690656
3688.8997,35.20486,6.0522723,5.654449
621.79297,2442.4338,6.027857,6.201026
632.9735,135.56598,6.006862,6.382776
2924.5508,726.6567,5.972883,6.240123
1278.0948,838.83905,5.260872,7.253826
2279.023,2525.6826,5.3851976,7.741317
3784.026,2494.4285,5.534933,7.486971
1441.5924,1409.7983,5.893732,7.094969
449.99692,1300.1575,5.998373,6.5907917
94.18754,2208.6936,5.9781103,5.453027
3460.4736,173.45332,5.973267,6.0987697
2430.6838,968.3272,5.9612174,6.377278
1825.4751,1056.56,5.212501,7.2963843
2467.9148,1408.6503,6.4108763,6.2343454
3519.7578,2563.5671,5.434734,7.578219
1606.3982,1948.1718,6.2594805,6.7019653
127.75537,1958.1685,5.960828,5.5798225
3002.1511,49.165764,5.911619,6.424858
2924.6304,633.8518,5.908249,6.2743893
413.49374,533.7203,5.8325124,6.479408
1259.3812,559.50757,5.493071,7.002648
2586.3276,2538.0974,5.6290393,7.4261785
3070.3398,2184.847,6.344105,5.9927893
1887.5282,1438.7107,5.9638233,6.9681873
484.90704,2088.6912,5.9349217,5.7434735
3241.4478,324.97696,5.906864,6.223275
2024.934,717.74347,5.8957458,6.674248
539.6399,956.9752,5.433615,7.0776095
1031.1937,858.6338,5.1299157,7.3179946
2789.2185,1902.3127,6.3909307,5.9275317
3719.0608,1771.761,6.231947,5.22058
1863.4675,1576.5123,6.1967807,6.723145
3411.528,1297.7649,5.8989058,5.761421
2515.6477,135.1305,5.743292,6.7979193
582.505,141.2615,5.7955885,6.42315
202.79613,2531.0076,5.7779183,5.9302773
1625.6431,760.71765,5.3257475,7.1139526
2395.3306,2019.6855,6.3585663,6.5334854
3845.2122,1346.5537,6.204146,5.7600904
1823.2129,2494.6794,4.989411,7.91913
2046.7882,386.09326,5.846135,6.5963726
3539.0212,1114.9055,5.8182044,5.849425
323.1784,1559.2054,5.773634,5.659607
555.887,1165.0848,5.3858285,7.066583
1598.9945,1257.6599,5.140718,7.2546105
2863.3171,1845.4379,6.343192,5.864814
3791.8115,1562.5964,6.2036777,5.3826766
1414.6608,2578.3103,4.9982743,7.9059997
1994.9008,564.9343,5.8302307,6.6388435
3876.9543,410.76596,5.7946577,5.765353
357.1153,1617.1025,5.7375765,5.5570717
1242.0675,1254.8528,4.9314327,7.4601154
121.30061,1143.5787,5.5419264,6.335781
2025.1494,2410.6292,5.269945,7.6612806
1204.8073,1506.4127,5.797971,7.099024
2955.7358,1591.3348,6.141382,5.783207
2876.4607,819.32574,5.8120956,6.2183933
844.44763,1774.1339,5.680574,6.2963996
3170.6045,133.4912,5.6775846,6.329007
1613.129,510.99722,5.5273533,6.829523
664.1253,940.7135,4.9958854,7.211208
2408.249,1970.9933,6.1754556,6.501467
1278.8232,1575.9692,5.905073,6.9501553
3133.5898,2591.3677,5.625523,7.2027287
1961.0792,1209.7399,5.200424,7.2565556
3345.5686,1286.119,5.677018,5.774308
382.48398,1362.7793,5.673848,6.291972
1591.6708,861.3561,5.1051636,7.232238
835.891,914.0937,4.796556,7.3290477
2117.732,2291.6033,5.548987,7.346267
1323.2476,2495.2534,5.280853,7.5461307
3821.4092,1332.7252,6.1149697,5.777082
278.07782,2552.1475,5.6726937,6.047199
3687.1104,363.24698,5.64399,5.8685594
2433.3987,1188.0934,5.639346,6.386327
1585.401,472.0018,5.54099,6.7862234
735.7798,1274.149,4.9155507,7.17205
3624.963,2224.8096,6.1138864,6.1841865
1602.3444,2225.8877,5.6380267,7.162728
2099.1963,1901.7397,5.9087415,6.8859496
3339.559,230.78531,5.6408386,6.2278824
160.05487,2124.1023,5.6392365,5.529275
2297.7422,593.2499,5.6121693,6.484949
1905.2329,539.1056,5.6023927,6.6856856
557.12195,167.9819,5.315113,6.444744
3132.4177,1339.5592,6.108627,5.8010144
1902.9846,2521.742,4.766291,7.99484
2669.4097,1318.4943,6.0564194,6.089138
3369.892,547.76,5.6381226,6.007618
991.4022,21.756466,5.5867186,6.1048346
47.21671,1305.5693,5.5737524,6.2370043
2111.1487,1113.0692,5.302166,6.987277
518.7614,133.6849,5.310705,6.4692144
3325.6113,2554.4321,5.532293,7.26862
2323.226,2579.4272,4.8049817,7.8877864
1139.5172,2477.2336,5.453918,7.226749
1292.7236,605.4149,5.264656,7.0474014
833.7554,1593.9226,5.5728087,6.5033135
3228.3872,426.97107,5.5724287,6.160164
2634.7278,355.70908,5.5400295,6.5806866
786.97736,819.71985,4.757916,7.2183127
3376.219,1561.6947,6.0649524,5.463907
2555.0598,2010.8853,5.981435,6.2502146
1498.0836,1383.5238,5.5361485,7.0899863
1853.3512,254.91359,5.580966,6.4982347
3368.303,210.79291,5.5484104,6.2098875
154.25583,2289.7966,5.466797,5.511158
2310.3943,800.4152,5.449129,6.448285
775.2081,1038.4666,4.5679784,7.3979564
3054.5635,2589.7024,5.5716333,7.1852636
1991.5891,2359.8528,5.071079,7.557567
1164.1301,2141.394,5.897525,6.7076607
3421.2402,721.7597,5.5455966,5.8540444
1248.5151,1194.846,4.76325,7.4760633
483.59473,2534.3308,5.4519734,6.2076297
2211.275,1053.818,5.4380355,6.731918
756.9193,213.1484,5.262655,6.387815
3559.7627,1783.0117,6.0125275,5.3026686
2169.7434,2501.8413,4.811042,7.7947683
1562.222,2556.572,4.5781,8.00246
3188.0862,930.19763,5.544323,5.9391584
1433.4148,1012.0816,4.8674836,7.366652
2878.8484,1035.7806,5.41179,6.1006346
509.2053,1427.492,5.4016833,6.208051
220.00142,678.9968,5.2563453,6.3028483
3815.639,2442.6636,5.4264936,7.2560625
2218.33,2495.6914,4.868987,7.722911
1715.52,2537.1628,4.5332108,8.0242405
3339.4338,1142.4653,5.519542,5.8340554
1021.3182,1139.3755,4.657532,7.5697484
1977.7792,1124.5074,4.9046664,7.2191234
861.34033,1405.4106,5.048781,7.0712905
729.4567,966.65247,4.598115,7.2974024
3844.5933,2587.8167,4.678806,7.933882
1955.6761,2536.7104,4.555518,8.032955
1632.3257,2141.5728,5.5280323,7.0109406
3083.5168,1051.0294,5.4826684,5.992066
1829.5348,523.3628,5.4367886,6.7212524
2822.611,418.95157,5.371447,6.409635
102.81731,1815.3346,5.3347144,5.6050134
512.60815,522.6666,5.202261,6.5612545
3387.3904,2118.1348,5.9067225,5.903011
2741.1167,2135.604,5.8488507,6.0456862
1794.1371,2537.0242,4.4922333,8.041992
3374.6284,1006.1536,5.4449563,5.8187385
1293.6338,427.07065,5.3416605,6.7870836
2884.7207,24.818941,5.370642,6.5327277
247.61838,2560.2556,5.3001924,6.0365577
297.50357,247.20258,5.1802998,6.459715
3567.174,2437.2876,5.501562,7.0816574
2805.5625,1493.5874,5.804269,5.9202757
