X,Y,FLUX,BACKGROUND
371.92706,2807.8271,34.00895,20.708553
203.98965,745.80585,33.081337,17.450153
4952.906,1464.9728,33.027664,22.332733
3667.153,3053.0962,38.252167,26.547005
2173.5,3699.5,37.06766,25.136284
3825.2188,1112.8187,34.654984,22.99681
2105.9387,833.52374,34.00419,20.866524
1378.9834,2440.9734,33.998947,22.707947
4704.9146,2261.2112,33.821976,23.861351
1380.0271,59.80863,32.92101,16.579624
5026.9336,1718.9431,32.451836,22.60516
3716.0361,3730.5732,35.540916,27.30804
2145.958,2180.7385,36.21388,23.957912
752.90106,2540.9768,33.925087,21.482735
1799.8176,770.0859,33.760918,20.175598
4102.655,1757.3794,33.7082,23.930504
5563.097,3653.8352,30.823214,26.434805
401.9552,1060.0448,32.757065,18.125858
5504.1265,155.75928,32.36358,18.102661
2942.5134,3229.4893,37.243664,25.513432
1470.8406,3669.1838,34.836082,24.22908
3977.137,16.885263,33.750233,18.79689
853.1019,2248.9949,33.738995,21.142029
2188.8704,1660.6974,33.728794,22.790905
5238.0293,2681.9246,33.505417,23.570454
608.2678,1315.8922,32.63919,18.38625
5326.8525,737.2344,32.30358,19.964424
3659.079,2745.3792,36.64383,25.92701
2497.3718,1960.8743,34.27995,24.47459
4025.5,1791.5,33.272247,24.06948
1536.2798,631.8174,33.414204,19.150394
4953.9746,3701.8582,30.178621,26.222425
1330.9751,2791.201,33.0159,22.852333
55.922974,1031.639,32.548763,17.483898
5443.7085,714.14996,32.12387,19.922047
3254.2603,2350.7766,36.039528,25.653889
2093.3357,2023.0812,33.718964,23.64524
2989.1963,62.81583,33.504776,19.457954
2749.2488,1591.0581,32.61768,23.895473
4646.2534,3246.0996,30.683031,25.678228
1279.2676,3640.9207,32.07438,23.925941
312.99976,602.37933,32.322357,17.519611
5353.121,1114.749,32.06916,21.364632
3507.178,3341.6047,33.495358,27.010197
1930.9971,3627.653,32.504436,24.589005
2726.954,761.139,33.024025,21.152122
3928.8196,1871.2478,31.932924,24.316908
191.16418,3448.966,32.636112,20.566708
4253.184,3387.4116,29.412827,26.46801
959.0991,1419.3662,32.10354,18.955997
5502.1943,1315.9067,31.845182,21.942862
3861.894,2511.7102,33.542747,25.606163
2525.7168,2232.048,32.213654,24.76027
2112.0337,1802.132,32.746094,23.079361
4131.1562,495.13342,32.673195,20.677742
4270.1025,2271.761,31.509764,24.354887
845.19464,2903.826,32.35859,21.737919
1025.3706,451.9593,32.001297,18.802254
4367.17,1189.1125,31.675741,22.755667
3761.0127,3046.8428,32.437588,26.573639
2417.4138,2859.724,33.09297,23.805313
5521.6177,1943.3541,32.423668,23.129787
2807.1682,1142.8989,32.33278,22.30296
3329.0984,1716.9314,31.131062,24.269337
403.5,3541.5,32.209297,21.433899
358.02924,1214.1407,31.995718,17.888735
5258.919,786.8187,31.605076,20.224957
4036.9346,3107.149,32.211224,26.35888
2235.2588,2477.4456,32.779114,23.83406
4333.1436,3068.6484,30.044304,25.67083
3105.297,191.03639,32.242218,19.87178
1864.994,1756.7329,32.021065,22.458942
43.56973,2592.3757,31.892845,19.665653
931.1622,1381.8395,31.729414,18.909613
5366.2153,1048.2925,31.526575,21.221865
3293.269,3738.769,31.733616,26.683979
1619.1915,2965.1213,33.13153,23.20868
4943.5,2673.5,31.673029,23.781538
3075.5,1449.5,31.895372,23.44644
2033.9775,893.86304,32.00935,21.036465
387.8057,3540.1113,31.729961,21.362576
1167.0994,464.87177,31.673027,18.566177
4431.02,55.15243,31.52186,18.598341
2921.4836,2473.9202,32.778084,25.442272
1776.0005,3005.8457,32.85884,23.480167
5549.0312,1943.0216,32.23581,23.151684
3853.4983,321.20148,32.02935,20.317524
2615.1013,549.11066,31.937956,20.149385
830.9978,625.0221,31.638494,19.627794
349.8999,3644.0288,31.545177,21.417343
4813.852,318.05383,31.432306,18.34107
3678.9653,1880.9487,33.556076,24.581867
2431.024,3469.0676,31.175192,24.947927
4351.1245,3535.8872,28.217628,27.128738
3582.3218,1714.0688,31.011772,24.159058
544.0266,524.25916,31.557259,18.060452
2790.8591,1518.7252,30.919174,23.661728
544.8587,3399.057,31.48697,21.594683
4231.409,1701.0857,30.178726,23.697124
3485.9807,3694.0754,29.923557,28.209927
1861.0143,1909.0984,32.520996,22.74773
3543.7554,1536.15,31.464731,23.678473
4394.0947,2265.8567,30.708664,24.191296
1337.9484,550.3036,31.539303,18.766438
196.01613,2280.1702,31.458593,19.345606
1521.976,470.0557,31.340763,18.286106
5179.5,275.5,30.816835,17.9172
3453.147,2175.9224,32.27668,25.593727
2342.2112,3587.966,30.573587,25.242846
3733.1904,1551.0522,31.140915,23.843193
5486.13,3162.3115,30.280294,24.493654
508.03714,747.75946,31.392988,18.349287
1305.9272,2899.8545,31.225765,22.64848
1689.0402,863.02277,31.178137,20.447397
5393.5,265.5,30.688738,18.076693
2878.1287,2750.1072,32.543846,25.25924
1797.5,3631.5,31.332808,24.38289
2969.4556,1700.0973,30.763577,24.183792
4996.334,3125.9182,29.903408,24.808422
223.77686,1126.0272,31.241926,17.660852
439.77777,2997.5173,31.082815,21.015413
2353.8774,204.0748,30.997042,18.296598
4307.5,1295.5,30.609005,22.94225
3183.1575,3663.921,29.45562,27.846169
2484.296,3539.5027,30.267412,25.341887
4207.034,565.9942,31.837421,20.858337
5114.291,3533.755,28.923225,25.69408
458.26996,798.32996,31.161589,18.221453
2370.0466,901.77704,30.99105,21.291996
1007.2582,2701.3413,30.930168,22.214005
5375.2163,159.13266,30.675558,17.984941
3800.854,1904.6487,32.718887,24.5261
1933.2852,3121.8738,31.535376,23.83914
3631.8015,926.19543,31.81769,22.446768
5593.9385,3080.0771,30.206385,24.35164
105.83299,665.80505,31.071167,17.314125
2106.855,563.7742,30.915146,19.309021
742.2669,3584.0867,30.863525,22.80806
4536.8276,1018.93805,30.618055,22.15201
3445.5,3075.5,30.926533,26.255741
2531.0579,3259.9358,30.696892,24.597519
3146.2246,168.0684,31.793606,19.886463
4414.0493,3485.9658,27.839714,26.69923
1407.1954,281.1321,31.011587,17.317808
1576.864,745.34705,30.84339,19.785517
70.235146,1959.9246,30.775076,18.480032
4215.0073,1010.70795,30.566614,22.709646
3023.0442,3113.136,31.562437,25.522173
2766.7886,3465.1228,29.352242,25.86713
2825.9692,1290.0828,31.66846,22.827202
5207.317,3563.2415,28.802177,25.71196
705.1472,756.7466,30.862774,19.345467
2007.1257,1489.0166,30.719685,21.911278
373.08096,2059.125,30.710772,19.256895
4912.7603,1412.948,30.549145,22.30095
4207.3853,3083.873,31.003468,25.942005
2687.7285,3033.798,30.38481,24.706018
2856.8862,1250.0269,31.611853,22.736635
5255.891,3338.1685,29.467201,25.04161
665.92365,679.6793,30.795843,19.014643
1041.1652,3517.252,30.46625,23.06576
2805.2192,1029.0374,30.604904,21.987041
4527.0986,1407.8173,30.353264,22.78099
4009.1387,2145.1873,32.037064,24.68367
2303.0127,3320.8494,30.58168,24.256302
2931.9507,457.98358,31.556604,20.192816
4439.9937,3034.056,28.998993,25.457779
557.1192,745.1904,30.75613,18.577549
477.10104,2348.9397,30.625475,20.145102
2095.982,1096.1117,30.594786,21.53993
4560.1025,945.7848,30.36188,21.923841
3775.2263,3224.8972,29.647064,26.971504
2193.393,3071.1147,30.931473,23.894176
4105.05,1424.8528,31.217558,23.308104
4804.788,2712.8982,29.86247,24.09049
2349.8882,1831.8192,29.398777,23.840439
1317.0653,611.01636,30.54601,19.143066
4496.2397,178.0405,30.332321,18.645664
271.811,2641.7563,30.011797,20.263285
3373.6052,3671.7805,28.44329,28.172234
1413.7218,3699.8213,30.647219,24.042898
3797.8691,1665.8091,30.48513,24.025986
4773.5933,3029.8792,28.901037,24.977365
1870.0886,1305.9498,30.500912,21.426281
1299.8362,96.08079,30.391584,16.651217
4921.5,1475.5,30.3009,22.382187
296.7576,1893.979,29.884655,18.75647
3803.1191,2077.168,31.629692,24.937195
2663.0547,2929.126,30.02675,24.589487
2955.1882,1431.2917,30.985764,23.41484
4521.8467,1919.9263,29.959389,23.910103
2337.2124,1849.088,29.279182,23.86092
1121.7463,1155.9713,30.379915,19.655073
5435.8823,1390.0831,30.280056,22.024204
805.1629,2016.0166,29.849794,20.278257
3125.8032,2709.5974,30.778292,25.593256
2459.9404,2412.01,29.967266,24.546452
3252.9873,1418.9587,31.012173,23.249348
4300.8833,2586.834,29.120403,24.667759
1353.0168,1712.9723,30.28742,20.885695
1505.0188,1779.2277,30.280403,21.50912
5539.5,127.5,30.193895,18.10602
802.76166,3537.789,29.32683,22.77043
3163.0664,2068.911,31.103615,25.225777
2709.1511,3025.0698,29.744553,24.764217
3897.9272,1528.0955,30.456434,23.74055
5087.088,2840.1902,29.925646,23.81632
4483.736,1383.89,29.898712,22.801762
1222.9589,657.09576,29.986237,19.56173
1562.8306,1857.152,29.924301,21.784943
1032.4285,2504.2363,29.626884,22.20211
3563.0808,3587.0232,28.182877,28.039799
2007.8296,2094.106,30.877151,23.49392
3585.01,1490.8717,30.469988,23.606768
5076.887,2892.7346,29.77493,23.936798
5257.789,295.96933,30.176409,18.001287
2600.2314,1665.8615,28.37659,23.965748
845.258,1608.2498,29.886457,18.93448
1176.1835,2097.781,28.936453,21.488924
3163.006,3547.934,28.985985,27.230362
2688.72,3465.2666,28.679737,25.652103
3076.9941,1376.836,30.75281,23.217714
5171.8066,2769.6335,29.97913,23.650394
5161.232,1289.04,30.127705,21.76352
1989.7864,755.8964,29.857685,20.34526
715.0345,561.0811,29.833,18.966057
7.2954626,2717.0632,28.898977,19.744394
3879.483,2354.0835,30.79031,25.346252
1832.9991,2778.6638,30.697525,23.377266
4049.979,1066.0951,30.873344,22.91172
4953.1377,3071.0076,28.72493,24.739254
5255.378,1242.0082,29.981392,21.604275
1384.8202,1265.9027,29.775536,20.22567
1443.056,779.5623,29.706081,19.871632
967.999,2336.1497,28.796429,21.703445
2830.8416,3017.0908,30.917027,25.085056
2719.244,2277.9216,28.97055,25.098442
3707.0925,1705.8328,29.58937,24.127846
4722.7095,3206.9954,27.723112,25.5408
5555.4277,1580.0294,29.871653,22.540518
927.11865,1797.9044,29.764404,19.848686
2635.926,520.11426,29.691654,20.041218
1191.0061,2711.7026,28.239985,22.600199
4182.1953,2379.7778,31.417675,24.554081
1598.0592,2661.7327,30.611948,23.315386
4122.923,326.01157,30.71245,20.058126
4766.1235,2252.1765,29.382246,23.773546
103.18,371.81522,29.74545,17.457542
4757.3037,459.754,29.696527,19.04936
1686.6177,118.9173,29.682577,17.208334
33.09065,2621.006,28.588264,19.68602
3969.2021,1902.8718,31.53865,24.337082
2495.074,2022.1016,29.340696,24.555758
3913.2822,322.98288,30.678724,20.29069
4783.193,3741.4663,27.508518,25.485767
904.99255,1431.2338,29.69103,18.842234
1415.234,1803.1917,29.605047,21.279196
5611.7637,22.251003,29.569822,17.485094
322.8827,3523.934,28.587374,21.083803
3596.0427,3221.8909,28.89975,26.861126
1631.1161,2821.8635,30.432638,23.307016
3192.758,1590.2614,29.650423,23.85911
4867.2124,2814.0515,28.673304,24.165438
705.20013,1693.8788,29.680075,18.832567
1935.1893,1241.9714,29.587488,21.518427
5368.9766,473.03018,29.549423,18.563492
1066.9579,2625.7195,28.177479,22.369087
3256.142,2762.3542,29.778482,25.65967
1844.0929,3365.9019,30.00929,23.655638
3678.1023,483.9723,30.616156,21.08441
5030.919,2074.461,29.545195,23.16382
381.955,208.06514,29.639751,17.44883
4825.22,185.93225,29.383112,17.957594
1651.0914,1175.7349,29.141693,20.935951
696.0747,2200.2332,28.108442,20.456068
3945.127,3543.9766,27.547024,27.8581
2049.962,2892.045,30.04456,23.559193
4144.125,1407.6307,30.184475,23.23679
5197.284,3130.1084,28.28143,24.426624
706.27386,771.6992,29.406624,19.361645
5296.2227,848.12225,29.240015,20.511713
1729.6971,1183.9607,28.9886,21.127302
403.90582,2824.591,28.043324,20.801544
3689.2031,2265.3154,29.761993,25.595543
1743.5,3205.5,29.992516,23.375015
3444.9006,1280.8412,30.432219,22.907938
4252.8237,2540.975,28.007965,24.6549
1158.1414,1842.0657,29.159626,20.69234
4840.977,29.828157,28.998585,17.257835
2503.9912,985.94934,28.934324,21.534018
230.87805,2784.9136,28.005959,20.348595
3998.9749,2042.9885,30.743595,24.544945
3146.9248,1394.9117,30.054214,23.238297
2259.2195,2308.9248,29.126446,24.147861
5501.007,2550.929,29.012306,23.634567
1313.5024,481.7256,29.116718,18.38876
5547.323,359.89944,28.995193,18.347916
2587.0527,531.8329,28.923616,20.04561
1346.8412,3192.0908,27.468727,22.542938
3823.12,2754.903,29.146353,25.953539
4062.985,586.8952,30.557537,21.21146
1706.05,3104.362,29.725931,23.300005
4542.8784,3571.4514,25.519093,26.961792
941.2184,957.9967,28.977354,20.00339
2537.5,1461.5,27.950546,23.026802
5223.703,1099.6836,28.891296,21.313313
435.85617,2693.8342,27.589355,20.727173
3709.2302,3638.059,26.752106,28.323414
3562.7117,551.89624,30.550623,21.413252
1526.9388,3315.0735,29.848106,22.967297
5024.17,2686.1199,28.769087,23.673674
4415.0503,1105.8748,28.34733,22.548956
1117.371,1556.1322,28.85661,19.607891
2283.0344,1848.1998,27.01859,23.702486
567.2532,1986.1674,27.467072,19.481812
2855.9683,2472.0469,29.660439,25.3769
3761.3013,1814.293,28.896671,24.3386
1543.8767,2524.26,29.489126,23.142553
4885.191,1953.9729,29.069052,23.25271
5121.3726,1698.0128,28.30844,22.506483
2362.0444,1838.0964,26.820305,23.892887
1285.861,965.974,27.926815,20.20898
617.19214,3544.0132,26.935978,22.266647
3541.0789,3270.0493,28.104023,26.883522
3358.0647,1331.8232,30.250454,22.959698
2045.0327,2127.3677,28.786644,23.64936
4720.7905,2317.9314,28.179892,23.862986
5241.3926,1257.6907,28.75227,21.641853
2317.3374,507.94345,28.48881,19.463308
737.29443,646.30786,27.79124,19.289852
843.2217,3469.887,26.47175,22.525557
3986.982,2209.0261,30.098206,24.822021
3694.0618,1862.0244,28.673918,24.51291
2521.403,2523.525,27.655556,24.59872
4921.1196,2837.5027,27.837523,24.115107
4275.077,423.56927,28.70754,20.038927
2222.1204,1341.8102,28.484045,21.968058
267.14023,1028.8925,27.473627,17.75987
109.15171,2398.8281,27.244547,19.449533
3122.886,2189.546,29.476063,25.345013
3947.089,1234.9983,29.889668,23.241486
1998.3257,3172.288,28.250301,23.943714
5374.9854,3592.1218,25.877897,25.927343
4553.138,1541.7888,27.727741,22.988037
2525.9856,1374.1011,27.600119,22.617968
999.86707,1201.943,27.326515,19.362495
701.4298,2980.1265,26.947083,21.461166
3725.962,3112.5337,28.10026,26.718584
3062.1697,1575.8391,29.199284,23.83799
1617.9514,1965.4115,29.818045,22.058054
5144.977,3109.7449,27.35098,24.43242
4875.8604,1243.9773,28.555763,22.035686
1549.1771,1181.8107,27.901794,20.670788
789.12744,23.792107,26.99802,16.560772
181.26918,2413.8235,26.891912,19.623766
4113.521,3386.1138,27.972181,26.801653
2825.6921,1809.9824,28.59614,24.420015
1860.8955,2799.8154,28.632462,23.390968
5489.9985,2269.9382,28.328783,23.420534
4952.792,1140.9442,28.3913,21.69144
1791.153,264.05255,27.788025,17.669678
526.7327,2121.9692,26.713814,19.725014
1082.2412,544.0826,26.492392,19.270578
3216.0474,3160.1973,28.730196,25.952627
3073.9253,645.84656,30.351168,21.07783
2185.046,1976.083,28.135504,23.798483
5591.2246,2597.7327,27.909042,23.742855
4653.2275,1022.116,28.031874,21.920752
2619.0867,1001.83905,27.543684,21.689978
265.0777,2662.9885,26.473001,20.281267
811.5603,1251.2352,26.11747,18.951096
3963.9966,1959.848,30.185146,24.448147
3596.9985,1742.1808,28.532734,24.23235
2482.1394,3423.9583,26.956915,24.893297
4581.2144,2111.9316,27.663048,23.97823
4650.0874,1255.8296,27.751993,22.362787
2173.3716,670.0809,27.276188,20.096462
890.19415,2737.2727,26.385374,21.948984
606.94806,1449.8041,26.050465,18.287968
3663.5396,3290.3213,27.461687,27.101606
3826.0237,783.9733,29.90481,22.098734
2107.4521,2523.9773,28.235434,23.516802
5277.179,3201.1248,27.039692,24.589077
5049.5,903.5,27.971922,20.885138
2503.2507,1053.8577,27.025991,21.644659
1125.3647,1829.8699,25.844624,20.565392
553.7827,2585.626,25.59996,20.901455
3443.9634,3343.8628,27.549797,26.896568
3701.9324,1191.893,29.045254,23.12601
1841.1731,3623.8901,27.313663,24.413933
4460.059,3320.0786,25.550383,25.90119
4318.342,1369.843,27.024448,22.999668
2259.006,1040.1152,26.96656,21.504951
897.1886,2071.823,25.421906,20.764038
374.93314,636.1758,25.19548,17.68317
3682.2231,2179.9873,28.824163,25.408445
3818.7021,172.99823,29.76023,19.836828
1920.9467,2527.8972,28.341867,23.369547
5575.1646,2770.1145,27.422724,23.850264
5149.145,765.8465,27.590845,20.168783
1581.0597,1626.1769,26.455006,21.487389
677.00256,3266.1406,25.092812,21.588356
227.09694,895.0148,24.863647,17.618256
3484.8652,3099.155,27.819902,26.391035
3740.0044,317.89395,29.653109,20.3532
1741.6871,2068.1272,28.861744,22.570553
5349.0034,2593.8,27.56222,23.550577
4861.0986,886.3254,27.461823,21.091248
1467.2944,1610.1173,26.443968,21.084188
469.08716,2749.825,24.823252,20.877043
431.43817,1839.1932,24.069014,18.793226
4000.1504,2857.7993,28.084515,25.942001
3091.2854,1278.0022,29.051146,22.888361
1838.9329,3097.9758,27.61046,23.644163
4929.1426,3235.8088,25.696196,25.28541
5079.167,1352.2375,27.366621,21.981447
2759.1316,136.1474,26.073088,19.318598
999.5,3345.5,24.03128,22.2547
66.95502,401.14923,24.013527,17.447441
2935.1482,2446.2092,28.58561,25.437561
3993.3933,1176.3197,28.78429,23.121166
2316.811,2385.8877,26.827515,24.189346
4231.1226,1911.9663,26.806704,24.14311
4273.7686,500.1687,27.38054,20.38701
2747.4976,265.9281,24.063154,19.474955
344.94366,3547.883,23.837229,21.211363
1323.8721,1497.8077,23.244324,20.2678
3069.5,2037.5,28.94677,25.052578
4025.236,1761.9562,27.619976,24.012981
2711.2546,2701.2278,25.965836,24.92315
5449.542,3188.04,26.310476,24.552591
4945.09,113.92736,27.262732,17.679289
2168.2039,1232.333,23.636337,21.737099
974.8995,1800.0603,23.009033,20.00779
126.05594,2849.7,20.90864,20.141111
2963.9846,2451.497,28.393797,25.467577
3009.36,1579.9818,27.712915,23.855154
4937.255,2839.9526,26.764301,24.087639
1514.3003,2252.1807,28.331474,22.373882
5504.951,1700.0051,26.017176,22.698774
1692.7205,415.33847,23.099787,18.176325
954.37396,1098.7401,21.103,19.611935
1222.6393,3587.1958,18.421886,23.630566
3975.226,2565.891,28.299694,25.394535
3523.0894,1072.9922,28.888746,22.647047
4234.9136,3248.5864,24.632462,26.113747
1410.7122,3542.0962,26.694504,23.633373
5291.3306,1119.7028,26.665815,21.3481
2095.1858,630.9096,23.076254,19.71361
311.1688,1411.8331,19.996859,17.770369
879.0128,2041.3839,18.558926,20.61309
3589.6477,2348.179,27.880419,25.80311
4007.4,161.97649,29.061335,19.790358
4459.3623,3042.05,25.232214,25.442286
1607.1537,3511.7407,26.171047,23.699524
5165.2993,641.96014,26.19763,19.426554
1510.5065,1247.8723,20.498665,20.609924
445.0873,849.2912,18.827936,18.242579
198.95476,3737.6672,17.552856,19.87231
3379.5388,2649.395,26.88564,25.746086
3208.9688,1513.1703,27.770082,23.5967
5478.7935,3535.9639,24.789724,25.867498
1485.285,3000.0962,26.875017,22.930643
4728.677,425.9529,26.02155,18.936344
2738.5693,977.186,19.940454,21.780397
1225.3535,1518.0432,18.635141,19.917665
1105.5,3073.5,17.489504,22.065222
3659.876,2648.1423,26.760033,25.869247
3067.9248,1521.6069,27.3339,23.672474
5608.854,2596.3818,26.871246,23.755646
2417.406,2202.025,25.245562,24.552317
4575.5,755.5,25.948315,21.153008
2562.9119,35.313034,19.846298,18.396435
426.56915,618.8209,18.481861,17.79884
93.347275,3321.7134,17.249949,20.257875
3961.2583,2117.8613,27.85122,24.727402
3356.4436,662.3098,28.899815,21.693768
5490.8164,2548.1692,26.95046,23.622541
1627.5802,2690.921,25.19694,23.338568
4865.0347,1606.8441,23.945517,22.64308
1877.4983,1289.8734,19.454775,21.434782
497.41632,1773.0931,18.118483,18.688524
33.473526,3279.0767,16.556772,20.135653
4023.5,2963.5,26.379637,26.13988
3371.2124,1431.0043,27.437136,23.277155
4587.122,2746.6602,25.690834,24.583015
2223.0984,2869.7395,24.461489,23.5174
4513.86,1048.1772,24.315315,22.255852
2785.8818,540.0313,19.343468,20.262188
925.01666,1027.4767,18.041918,19.802465
214.9468,2223.41,15.586994,19.25777
3139.015,2017.4137,27.326418,25.103567
3989.1467,85.86095,28.31997,19.627544
5450.2383,2775.7507,26.447117,23.769958
1641.5,2247.5,24.838104,22.65525
4707.322,1644.043,23.462889,22.95775
2791.9805,1687.3097,17.543926,24.167828
710.10077,1479.5686,16.631779,18.476204
394.15588,2102.0933,15.330948,19.374416
3418.8066,2265.695,26.705906,25.714905
4133.3584,1316.0963,27.173883,23.153437
5245.3154,3010.24,25.628344,24.017454
2109.5,2123.5,23.282093,23.830826
5171.703,907.97345,24.25307,20.798584
2530.8306,1491.8527,17.845577,23.149857
1247.7874,2559.7788,15.210653,22.716242
566.9773,1660.6006,14.939003,18.489082
3647.7917,2767.9602,26.193846,25.94404
3423.5,667.5,28.175346,21.767876
5202.881,2388.0288,26.049849,23.296057
1441.121,3130.6162,23.480663,22.722897
4481.645,1126.7302,23.432806,22.445887
1517.5,347.5,15.824642,17.707203
939.40546,2318.0022,15.059912,21.583273
1003.82404,373.45172,14.839252,18.360111
3845.9294,3206.1958,25.226933,26.872196
3100.0886,474.01944,28.153414,20.600584
5003.5,2085.5,26.085032,23.219465
4599.5,951.5,23.815336,21.855394
1657.207,2886.2856,21.186132,23.3075
1861.8583,1644.5635,15.630159,22.133047
1242.8296,481.91367,14.631298,18.50085
