field_x,field_y,field_ra,field_dec,index_x,index_y,index_ra,index_dec,index_id,field_id,match_weight,FLUX,BACKGROUND
3531.5,1173.5,114.98951322408823,31.99058755200945,3537.6734043676406,1171.9917015838687,114.97541055934697,32.00982195476309,56,88,0.6022043889019961,61.456467,22.82405
2527.9443359375,3717.304931640625,110.86507041529303,22.938552767131068,2528.855209195486,3715.4799935119145,110.86730083011243,22.945434445547534,46,89,0.99977732238338,57.279343,25.383904
2989.5,785.5,117.7502816002101,31.60366708562005,2991.3897470794564,783.4564801350534,117.75085388353716,31.613630292577763,43,97,0.999559186490541,53.089005,21.405533
2115.5,2769.5,114.57049049662857,24.36651121655296,2116.227626989713,2772.6079788191905,114.5598463922742,24.36039529366549,62,104,0.9991972547024182,56.37973,23.337936
2353.5,1497.5,117.487458419317,28.19297666590658,2354.614150528926,1496.3368184067401,117.48759139344378,28.198784734747825,59,107,0.9998855041315277,38.997864,22.689598
3535.5,3207.5,109.28917220150703,26.68809877860776,3540.5422000656604,3211.3741523757863,109.2640249994038,26.689787788586433,70,113,0.974469294547657,46.292034,26.732662
2177.5,1375.5,118.33667987529881,28.04834921974138,2178.0205807810285,1374.5865247082093,118.33777139679637,28.052019168442516,74,115,0.9999391454764625,38.403416,21.96333
1490.701171875,2934.843505859375,115.8367954919482,22.39310884534083,1490.8931474101544,2932.529611243992,115.84247416604104,22.399435274077373,39,120,0.999764670145525,52.910614,23.011292
1397.4735107421875,778.1798095703125,122.21565057380474,27.49001582805827,1396.974784813972,781.6256005507055,122.20669415789516,27.480458344812472,60,135,0.9992322270831036,33.085754,19.867683
2931.708740234375,297.89569091796875,119.38896083405956,32.663225597403425,2930.8598938400623,299.65994653376924,119.38603418846046,32.65674389588255,75,138,0.9998197116802344,36.570427,19.79853
2105.938720703125,833.5237426757812,120.12728960135487,29.20610631819247,2106.543340999491,830.5481477611727,120.13432083365825,29.215055289991707,61,147,0.9992853559100314,34.00419,20.866524
4704.91455078125,2261.211181640625,108.26369707628463,31.966583815613767,4704.051549496062,2260.857821099627,108.26752057097657,31.965496121965582,73,149,0.9998133333956092,33.821976,23.861351
723.317138671875,520.1827392578125,124.7245011366747,26.329397878769182,723.9981307585226,518.3836597401707,124.72807639453389,26.335428884001182,69,741,0.999770533481097,12.9065895,18.871202
